id,kecamatan,varietas,jenis_tanah,tekstur,luas_lahan,curah_hujan,suhu,total_n_dasar,total_p_dasar,total_k_dasar,umur_hst,fase_tanaman,ph,n_ppm,p_ppm,k_ppm,status_hara,rekomendasi_tindakan,dosis_urea_susulan,dosis_sp36_susulan,dosis_kcl_susulan,total_umur_panen,hasil_panen_estimasi
955,Tombulu,NK Perkasa,Andosol,Pasir,2.8,222,31,23.0,0.0,0.0,25,Vegetatif Awal,5.7,29,8,19,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9
956,Airmadidi,NK Perkasa,Latosol,Lempung,0.9,202,29,15.0,15.0,15.0,57,Generatif,6.5,19,17,19,Seimbang,Pertahankan Kondisi,0,0,0,110,4.7
957,Tondano Utara,Bisi 2,Regosol,Lempung Berpasir,0.8,202,27,15.0,15.0,15.0,21,Vegetatif Awal,6.7,14,24,19,Defisiensi_N,Tambah Urea Susulan I,100,0,0,115,4.7
958,Tondano Utara,NK Perkasa,Regosol,Lempung Berpasir,2.4,230,29,23.0,0.0,0.0,83,Generatif,6.0,19,10,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.4
959,Tombulu,NK Perkasa,Latosol,Lempung,1.3,235,29,0.0,0.0,0.0,62,Generatif,6.1,12,16,22,Seimbang,Pertahankan Kondisi,0,0,0,110,4.8
960,Airmadidi,Bisi 2,Andosol,Lempung,1.0,195,30,38.0,15.0,15.0,46,Vegetatif Aktif,5.5,33,16,21,Seimbang,Pertahankan Kondisi,0,0,0,115,6.4
961,Tondano Utara,Pioneer Sweet Corn,Andosol,Pasir,2.4,160,27,23.0,0.0,0.0,31,Vegetatif Aktif,5.8,21,19,18,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9
962,Langowan,Pertiwi,Latosol,Lempung Berpasir,1.9,230,28,15.0,15.0,15.0,73,Generatif,6.3,28,15,24,Seimbang,Pertahankan Kondisi,0,0,0,105,5.6
963,Langowan,Pioneer Sweet Corn,Latosol,Lempung,0.7,237,30,38.0,15.0,15.0,22,Vegetatif Awal,5.6,31,22,20,Seimbang,Pertahankan Kondisi,0,0,0,90,5.3
964,Tondano Selatan,Pioneer Sweet Corn,Regosol,Lempung Berpasir,2.6,219,29,15.0,15.0,15.0,82,Generatif,6.2,19,21,20,Seimbang,Pertahankan Kondisi,0,0,0,90,5.2
965,Langowan,Pertiwi,Latosol,Lempung Berpasir,1.3,241,31,0.0,0.0,0.0,74,Generatif,6.7,17,9,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.0
966,Langowan,Pertiwi,Andosol,Pasir,1.2,154,26,23.0,0.0,0.0,36,Vegetatif Aktif,5.7,26,17,22,Seimbang,Pertahankan Kondisi,0,0,0,105,6.2
967,Tondano Utara,Pioneer Sweet Corn,Latosol,Lempung Berpasir,3.0,177,26,0.0,0.0,0.0,29,Vegetatif Aktif,6.6,16,16,21,Seimbang,Pertahankan Kondisi,0,0,0,90,5.0
968,Sonder,NK Perkasa,Andosol,Pasir,0.8,166,30,15.0,15.0,15.0,15,Vegetatif Awal,5.8,19,14,16,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,5.9
969,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,2.7,202,31,23.0,0.0,0.0,31,Vegetatif Aktif,5.5,22,14,21,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,5.7
970,Tomohon,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.1,193,26,15.0,15.0,15.0,22,Vegetatif Awal,6.5,17,25,23,Defisiensi_N,Tambah Urea Susulan I,100,0,0,90,5.0
971,Tondano Selatan,Pertiwi,Latosol,Lempung Berpasir,2.7,219,27,0.0,0.0,0.0,45,Vegetatif Aktif,5.7,17,16,22,Seimbang,Pertahankan Kondisi,0,0,0,105,4.7
972,Langowan,Pioneer Sweet Corn,Andosol,Pasir,1.8,150,31,0.0,0.0,0.0,30,Vegetatif Aktif,6.8,11,12,22,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,6.0
973,Langowan,NK Perkasa,Andosol,Lempung,0.9,158,27,15.0,15.0,15.0,52,Vegetatif Aktif,5.5,20,20,24,Seimbang,Pertahankan Kondisi,0,0,0,110,5.4
974,Langowan,NK Perkasa,Latosol,Lempung Berpasir,1.1,165,30,23.0,0.0,0.0,15,Vegetatif Awal,6.2,21,15,12,Seimbang,Pertahankan Kondisi,0,0,0,110,5.5
975,Tondano Selatan,Bisi 2,Andosol,Lempung,2.1,212,27,15.0,15.0,15.0,20,Vegetatif Awal,6.1,20,24,22,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8
976,Tondano Utara,NK Perkasa,Regosol,Pasir,0.9,220,27,38.0,15.0,15.0,82,Generatif,6.4,26,26,23,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8
977,Sonder,Bisi 2,Andosol,Lempung,3.0,166,31,38.0,15.0,15.0,52,Vegetatif Aktif,5.6,27,23,20,Seimbang,Pertahankan Kondisi,0,0,0,115,6.3
978,Sonder,Bisi 2,Andosol,Pasir,2.5,214,29,38.0,15.0,15.0,32,Vegetatif Aktif,6.1,33,19,14,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0
979,Kauditan,NK Perkasa,Andosol,Pasir,0.9,242,31,23.0,0.0,0.0,78,Generatif,6.0,29,12,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,6.0
980,Tomohon,Bisi 2,Regosol,Pasir,1.3,244,31,15.0,15.0,15.0,55,Vegetatif Aktif,6.8,23,14,22,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,5.1
981,Tombulu,NK Perkasa,Andosol,Pasir,2.0,201,29,15.0,15.0,15.0,22,Vegetatif Awal,5.6,19,26,16,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,5.7
982,Tondano Utara,Pioneer Sweet Corn,Andosol,Pasir,2.9,215,27,23.0,0.0,0.0,41,Vegetatif Aktif,6.1,22,18,17,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0
983,Tondano Utara,NK Perkasa,Andosol,Pasir,1.9,242,29,38.0,15.0,15.0,53,Vegetatif Aktif,5.6,33,24,22,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8
984,Tondano Selatan,Pertiwi,Latosol,Lempung,2.1,196,31,38.0,15.0,15.0,71,Generatif,5.6,36,21,20,Seimbang,Pertahankan Kondisi,0,0,0,105,5.9
985,Tombulu,Pioneer Sweet Corn,Andosol,Lempung,1.6,155,30,23.0,0.0,0.0,81,Generatif,5.6,20,16,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,6.2
986,Tondano Utara,NK Perkasa,Latosol,Lempung Berpasir,1.9,228,29,23.0,0.0,0.0,77,Generatif,6.0,21,10,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.3
987,Sonder,Pertiwi,Andosol,Pasir,2.6,168,30,23.0,0.0,0.0,84,Generatif,6.7,19,8,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.3
988,Langowan,Pertiwi,Regosol,Lempung Berpasir,1.5,225,26,38.0,15.0,15.0,69,Generatif,5.8,30,15,20,Seimbang,Pertahankan Kondisi,0,0,0,105,5.5
989,Tondano Selatan,Bisi 2,Andosol,Lempung,1.6,200,28,15.0,15.0,15.0,75,Generatif,5.7,19,24,20,Seimbang,Pertahankan Kondisi,0,0,0,115,5.3
990,Langowan,NK Perkasa,Regosol,Pasir,1.5,247,31,38.0,15.0,15.0,82,Generatif,6.6,21,18,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,6.0
991,Airmadidi,Bisi 2,Andosol,Pasir,1.4,150,30,23.0,0.0,0.0,29,Vegetatif Aktif,5.8,26,10,12,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,5.5
992,Sonder,Pertiwi,Andosol,Pasir,0.6,174,26,38.0,15.0,15.0,79,Generatif,6.5,29,15,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.3
993,Tombulu,NK Perkasa,Latosol,Lempung Berpasir,1.4,195,27,23.0,0.0,0.0,24,Vegetatif Awal,5.9,23,16,12,Seimbang,Pertahankan Kondisi,0,0,0,110,5.3
994,Tomohon,Pioneer Sweet Corn,Latosol,Lempung,2.9,195,31,0.0,0.0,0.0,47,Vegetatif Aktif,6.0,16,16,12,Seimbang,Pertahankan Kondisi,0,0,0,90,5.0
995,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,2.0,162,30,0.0,0.0,0.0,84,Generatif,6.4,21,18,18,Seimbang,Pertahankan Kondisi,0,0,0,90,4.5
996,Sonder,Bisi 2,Regosol,Pasir,1.8,172,28,15.0,15.0,15.0,63,Generatif,5.7,16,14,19,Seimbang,Pertahankan Kondisi,0,0,0,115,5.5
997,Tombulu,Pioneer Sweet Corn,Regosol,Lempung Berpasir,0.9,168,30,38.0,15.0,15.0,29,Vegetatif Aktif,6.5,27,24,18,Seimbang,Pertahankan Kondisi,0,0,0,90,5.8
998,Airmadidi,NK Perkasa,Regosol,Pasir,2.0,238,27,23.0,0.0,0.0,62,Generatif,5.5,29,13,18,Seimbang,Pertahankan Kondisi,0,0,0,110,5.3
999,Tondano Utara,Pertiwi,Regosol,Pasir,1.0,162,29,38.0,15.0,15.0,29,Vegetatif Aktif,5.8,30,25,14,Seimbang,Pertahankan Kondisi,0,0,0,105,5.9
1000,Tomohon,Pertiwi,Latosol,Lempung Berpasir,1.7,169,30,15.0,15.0,15.0,60,Generatif,5.8,16,17,24,Seimbang,Pertahankan Kondisi,0,0,0,105,4.7
